id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
12926,BROADSIDE; ILLUS; COL; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
12927,BROADSIDE; ILLUS; 6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
12931,BROADSIDE; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12933,CARD; 4X5.5;,inches,4.0X5.5,,0,4.0,5.5,
12937,BROADSIDE; 5.5 X 7;,inches,5.5X7.0,,0,5.5,7.0,
12938,CARD; ILLUS; COL; 3 X 9.5;,inches,3.0X9.5,,0,3.0,9.5,
12940,BROADSIDE; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
12941,FOLDER;ILL;4.5X5.75;,inches,4.5X5.75,,0,4.5,5.75,
12942,,,,,0,,,
12943,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12944,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12945,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12946,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12947,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12948,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12949,CARD;ILL;COL;4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12950,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12951,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12952,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12953,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12954,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12955,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12956,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12957,CARD;5.75X6.5;,inches,5.75X6.5,,0,5.75,6.5,
12958,FOLDER; ILLUS; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
12959,BROADSIDE; 4.5X7.25;,inches,4.5X7.25,,0,4.5,7.25,
12960,CARD;ILL;COL;4X5.5;,inches,4.0X5.5,,0,4.0,5.5,
12961,CARD;ILL;COL;6.5X8.75;,inches,6.5X8.75,,0,6.5,8.75,
12962,CARD;ILL;COL;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12963,CARD;ILL;COL;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12964,FOLDER; ILLUS; COL; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
12965,BOOKLET; ILLUS; COL; 5.25X7;,inches,5.25X7.0,,0,5.25,7.0,
12966,BROADSIDE; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12967,BROADSIDE; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12968,FOLDER; ILLUS; COL;5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
12969,BROADSIDE; HOTEL EMBLEM; COL; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
12970,BROADSIDE; HOTEL EMBLEM; COL; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
12971,BROADSIDE; HOTEL EMBLEM; COL; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
12972,BROADSIDE; HOTEL EMBLEM; COL; 6 X 9.5;,inches,6.0X9.5,,0,6.0,9.5,
12973,BOOKLET; 5.75 X 9;,inches,5.75X9.0,,0,5.75,9.0,
12974,BROADSIDE; HOTEL EMBLEM; 4.25 X 7.5;,inches,4.25X7.5,,0,4.25,7.5,
12975,BROADSIDE; HOTEL EMBLEM; GOLD TRIM; 6.5 X 9;,inches,6.5X9.0,,0,6.5,9.0,
12976,BROADSIDE; HOTEL EMBLEM; COL; 4.75 X 6.75;,inches,4.75X6.75,,0,4.75,6.75,
12978,FOLDER; ILLUS; COL; 3.75 X 6;,inches,3.75X6.0,,0,3.75,6.0,
12979,FOLDER; 6 X 9.5;,inches,6.0X9.5,,0,6.0,9.5,
12980,FOLDER; ILLUS; 6.5 X 10.5;,inches,6.5X10.5,,0,6.5,10.5,
12982,BROADSIDE; ILLUS; COL; 5.25 X 7.75;,inches,5.25X7.75,,0,5.25,7.75,
12983,BROADSIDE; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
12984,CARD;ILL;COL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
12985,CARD;ILL;COL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
12986,CARD;ILL;COL;4.5X9;,inches,4.5X9.0,,0,4.5,9.0,
12987,CARD;COL;5.5X11,inches,5.5X11.0,,0,5.5,11.0,
12988,CARD;COL;6X10.75;,inches,6.0X10.75,,0,6.0,10.75,
12991,BOOLET;ILL;COL;4/25X7;,inches,4.25X7.0,,0,4.25,7.0,
12992,CARD;7X11;,inches,7.0X11.0,,0,7.0,11.0,
12993,CARD; 5.25X7;,inches,5.25X7.0,,0,5.25,7.0,
12994,CARD; ILLUS; COL; 4X6.25;,inches,4.0X6.25,,0,4.0,6.25,
12995,BOOKLET; ILLUS; COL; 4.5X6;,inches,4.5X6.0,,0,4.5,6.0,
12996,BROADSHEET; ILLUS; COL; 5.25X8;,inches,5.25X8.0,,0,5.25,8.0,
12997,"BROADSIDE; ILLUS; COL; 3,5X7;",inches,5.0X7.0,,0,5.0,7.0,
12998,CARD; ILLUS; COL; 4.X6.25;,inches,4.0X6.25,,0,4.0,6.25,
12999,CARD; ILLUS; COL; 4X6.25;,inches,4.0X6.25,,0,4.0,6.25,
13000,,,,,0,,,
13001,BOOKLET; ILLUS; COL; 5.25X7.25;,inches,5.25X7.25,,0,5.25,7.25,
13002,FOLDER; ILLUS; COL; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
13003,FOLDER; ILLUS; COL; 3.75X7;,inches,3.75X7.0,,0,3.75,7.0,
13004,FOLDER; ILLUS; COL; 5.25X7.5;,inches,5.25X7.5,,0,5.25,7.5,
13005,FOLDER; ILLUS; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
13006,FOLDER; 3.0X3.0;,inches,3.0X3.0,,0,3.0,3.0,
13007,FOLDER; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
13008,FOLDER; ILLUS; 5.5X7.0;,inches,5.5X7.0,,0,5.5,7.0,
13009,CARD; 4.75X6.75;,inches,4.75X6.75,,0,4.75,6.75,
13012,CARD: 3.25X6.25;,inches,3.25X6.25,,0,3.25,6.25,
13013,CARD; COL; 5.5X7.25;,inches,5.5X7.25,,0,5.5,7.25,
13014,BROADSIDE; 5.75X8.75,inches,5.75X8.75,,0,5.75,8.75,
13015,FOLDER; 5.75X8.75,inches,5.75X8.75,,0,5.75,8.75,
13017,CARD; 5.5X8.0;,inches,5.5X8.0,,0,5.5,8.0,
13020,CARD; 5.5X6.5;,inches,5.5X6.5,,0,5.5,6.5,
13021,CARD; 5.5X6.5;,inches,5.5X6.5,,0,5.5,6.5,
13022,CARD; 5.5X6.5;,inches,5.5X6.5,,0,5.5,6.5,
13023,CARD; 5.5X6.5;,inches,5.5X6.5,,0,5.5,6.5,
13024,CARD; 5.5X6.5;,inches,5.5X6.5,,0,5.5,6.5,
13025,CARD; ILLUS; COL; 4.5X6.25;,inches,4.5X6.25,,0,4.5,6.25,
13026,BROADSIDE; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
13027,BROADSIDE; 3.75X6;,inches,3.75X6.0,,0,3.75,6.0,
13028,CARD; ILLUS; 5X7.5;,inches,5.0X7.5,,0,5.0,7.5,
13029,CARD; ILLUS; COL; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13030,CARD; ILLUS; COL; 4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13031,CARD; ILLUS; COL; 4X8;,inches,4.0X8.0,,0,4.0,8.0,
13032,CARD; ILLUS; COL; 4.75X6.75;,inches,4.75X6.75,,0,4.75,6.75,
13033,BROADSHEET; ILLUS; COL; 5.5X8.75;,inches,5.5X8.75,,0,5.5,8.75,
13034,BROADSIDE; COL; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
13035,CARD;ILL;COL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
13038,CARD;ILL;COL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
13039,BOOKLET;ILL;COL;10.75X13,inches,10.75X13.0,,0,10.75,13.0,
13041,BOOKLET; ILLUS; COL; 4.5X6.25;,inches,4.5X6.25,,0,4.5,6.25,
13042,BROADSIDE; 6.0X10.0;,inches,6.0X10.0,,0,6.0,10.0,
13043,CARE; 4.25X8.0;,inches,4.25X8.0,,0,4.25,8.0,
13044,CARD; 4.5X8.75;,inches,4.5X8.75,,0,4.5,8.75,
13045,FOLDER; ILLUS; COL; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
13047,BOOKLET; ILLUS; COL; 6.75X8.25;,inches,6.75X8.25,,0,6.75,8.25,
13049,CARD; ILLUS; 4 X 6.25;,inches,4.0X6.25,,0,4.0,6.25,
13050,CARD; ILLUS; 3.5 X 5.75;,inches,3.5X5.75,,0,3.5,5.75,
13052,CARD; ILLUS; 4.25 X 6.5;,inches,4.25X6.5,,0,4.25,6.5,
13053,CARD; COL; 3.5 X 9.5;,inches,3.5X9.5,,0,3.5,9.5,
13054,BOOKLET; ILLUS; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13057,BOOKLET; ILLUS; 5.5 X 7.5;,inches,5.5X7.5,,0,5.5,7.5,
13058,BOOKLET; ILLUS; CO; 8 X 10;,inches,8.0X10.0,,0,8.0,10.0,
13059,BROADSIDE; 7 X 11;,inches,7.0X11.0,,0,7.0,11.0,
13060,BOOKLET; ILLUS; COL; 4.75 X 6.75;,inches,4.75X6.75,,0,4.75,6.75,
13061,BROADSIDE; ILLUS; COL; 4X6.25;,inches,4.0X6.25,,0,4.0,6.25,
13062,CARD; ILLUS; COL; 4X6.25;,inches,4.0X6.25,,0,4.0,6.25,
13063,CARD; ILLUS; COL; 4X6.25;,inches,4.0X6.25,,0,4.0,6.25,
13064,CARD; COL; 3.5X4.5;,inches,3.5X4.5,,0,3.5,4.5,
13065,CARD; ILLUS; COL; 4.6.25;,inches,4.0X6.25,,0,4.0,6.25,
13066,BROADSIDE; ILLUS; COL; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
13067,BROADSIDE; ILLUS; COL; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
13069,CARD; 3.75 X 6;,inches,3.75X6.0,,0,3.75,6.0,
13070,BROADSIDE; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13071,BROADSIDE; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13072,BROADSHEET; ILL; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13073,BROADSIDE; ILLUS; GOLD TRIM; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
13074,BROADSHEET; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13075,BROADSIDE; ILLUS; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13076,BOOKLET;ILL;COL;4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13077,CARD;ILL;4.25X7;,inches,4.25X7.0,,0,4.25,7.0,
13078,CARD;ILL;COL;4.75X7.5;,inches,4.75X7.5,,0,4.75,7.5,
13079,CARD;COL;4X7.5;,inches,4.0X7.5,,0,4.0,7.5,
13080,CARD;ILL;COL;4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13081,CARD;ILL;COL;3.25X5;,inches,3.25X5.0,,0,3.25,5.0,
13082,CARD;ILL;3.75X7;,inches,3.75X7.0,,0,3.75,7.0,
13083,CARD;ILL;COL;4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13084,FOLDER;ILL;4.5X6.25;,inches,4.5X6.25,,0,4.5,6.25,
13085,CARD;ILL;COL;5X8;,inches,5.0X8.0,,0,5.0,8.0,
13086,CARD;ILL;COL;5X8;,inches,5.0X8.0,,0,5.0,8.0,
13087,CARD;ILL;COL;5X8;,inches,5.0X8.0,,0,5.0,8.0,
13088,FOLDER; ILLUS; COL; 5.25X7.5;,inches,5.25X7.5,,0,5.25,7.5,
13089,CARD; 4.75X7.0;,inches,4.75X7.0,,0,4.75,7.0,
13090,CARD; 6.0X8.0;,inches,6.0X8.0,,0,6.0,8.0,
13091,CARD; 6.0X8.0;,inches,6.0X8.0,,0,6.0,8.0,
13092,CARD; ILLUS; 4.5X6.75;,inches,4.5X6.75,,0,4.5,6.75,
13093,FOLDER; ILLUS; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
13097,CARD; 4.75 X 6.25;,inches,4.75X6.25,,0,4.75,6.25,
13098,CARD; COL; 4.75 X 6.25;,inches,4.75X6.25,,0,4.75,6.25,
13099,BROADSIDE; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
13100,FOLDER; ILLUS; COK; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
13101,CARD; ILLUS; 4.25 X 6.5;,inches,4.25X6.5,,0,4.25,6.5,
13102,CARD; ILLUS; 4.25 X 6.5;,inches,4.25X6.5,,0,4.25,6.5,
13103,CARD; ILLUS; 4.25 X 6.5;,inches,4.25X6.5,,0,4.25,6.5,
13104,,,,,0,,,
13105,CARD; ILLUS; COL; 3.25 X 6.75;,inches,3.25X6.75,,0,3.25,6.75,
13106,FOLDER; COL; 5.5 X 7;,inches,5.5X7.0,,0,5.5,7.0,
13107,BROADSIDE; 5.5 X 11;,inches,5.5X11.0,,0,5.5,11.0,
13108,BROADSIDE; 5.5 X 11;,inches,5.5X11.0,,0,5.5,11.0,
13110,CARD; ILLUS; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13111,CARD; GOLD DECORATION; 3 X 6;,inches,3.0X6.0,,0,3.0,6.0,
13112,BROADSIDE; ILLUS; COL; 5.25 X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
13113,BROADSHEET; ILLUS; COL; 5.25 X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
13114,BROADSIDE; ILLUS; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13115,BROADSIDE; FLAG ILLUS; 5.25 X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
13116,BROADSHEET;FLAG ILLUS; 5.25 X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
13117,BROADSIDE; ILLUS OF HOTEL; 8 X 11;,inches,8.0X11.0,,0,8.0,11.0,
13118,CARD; 4.5X7.25;,inches,4.5X7.25,,0,4.5,7.25,
13119,CARD; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
13120,CARD; 6.0X9.5;,inches,6.0X9.5,,0,6.0,9.5,
13121,BROADSHEET; 7.0X11.0;,inches,7.0X11.0,,0,7.0,11.0,
13122,CARD; 6.75X11.0;,inches,6.75X11.0,,0,6.75,11.0,
13123,CARD; ILLUS; COL; 4.25X6;,inches,4.25X6.0,,0,4.25,6.0,
13124,,,,,0,,,
13125,CARD; 5 X 8; ILLUS;,inches,5.0X8.0,,0,5.0,8.0,
13126,CARD; 4 X 6.25;,inches,4.0X6.25,,0,4.0,6.25,
13127,CARD; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
13128,CARD; 4.5 X 6.5;,inches,4.5X6.5,,0,4.5,6.5,
13129,CARD; 4.5 X 7.25;,inches,4.5X7.25,,0,4.5,7.25,
13130,CARD; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
13134,CARD; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
13136,CARD;ILL;COL;4.25X6.5;,inches,4.25X6.5,,0,4.25,6.5,
13141,FOLDER; 4.5 X 10.75;,inches,4.5X10.75,,0,4.5,10.75,
13142,CARD; 5.25 X 6.25;,inches,5.25X6.25,,0,5.25,6.25,
13146,BROADSIDE; ILLUS; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
13148,BROADSIDE; ILLUS; COL; 5 X 8.5;,inches,5.0X8.5,,0,5.0,8.5,
13149,BROADSIDE; ILLUS; COL; 5.25 X 8.5;,inches,5.25X8.5,,0,5.25,8.5,
13150,BOOKLET;ILLUS; COL; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13154,CARD;6X10;,inches,6.0X10.0,,0,6.0,10.0,
13155,BROADSIDE; 6 X 9.25;,inches,6.0X9.25,,0,6.0,9.25,
13157,BROADSIDE; HOTEL EMBLEM; 4 X 6.25;,inches,4.0X6.25,,0,4.0,6.25,
13162,BROADSIDES (6); 4.0X12.5;,inches,4.0X12.5,,0,4.0,12.5,
13166,BROADSHEET; 6.0X9.0;,inches,6.0X9.0,,0,6.0,9.0,
13167,FOLDER; ILLUS; 4.75X7.25;,inches,4.75X7.25,,0,4.75,7.25,
13170,BROADSIDE; 4.5X7.25;,inches,4.5X7.25,,0,4.5,7.25,
13171,BROADSIDE; ILLUS; COL; 4X9;,inches,4.0X9.0,,0,4.0,9.0,
13172,BROADSIDE; ILLUS; COL; 4.5X9;,inches,4.5X9.0,,0,4.5,9.0,
13175,BROADSIDE; 7X12;,inches,7.0X12.0,,0,7.0,12.0,
13181,FOLDER;ILL;6X7.5;,inches,6.0X7.5,,0,6.0,7.5,
13182,CARD;ILL;5X7;,inches,5.0X7.0,,0,5.0,7.0,
13183,,,,,0,,,
13185,BOOKLET; ILLUS; COL; 6.75X7.0;,inches,6.75X7.0,,0,6.75,7.0,
13186,BROADSIDE; ILLUS; COL; 5.5X7.0;,inches,5.5X7.0,,0,5.5,7.0,
13189,BROADSIDE; 4.75X7.5;,inches,4.75X7.5,,0,4.75,7.5,
13191,CARD;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
13192,FOLDER; ILLUS; COL; 6.5X9.5;,inches,6.5X9.5,,0,6.5,9.5,
13193,BROADSIDE; ILLUS; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
13194,CARD; 5.0X8.0;,inches,5.0X8.0,,0,5.0,8.0,
13195,CARD; 5.25 X 9.75;,inches,5.25X9.75,,0,5.25,9.75,
13196,CARD; 4 X 7;,inches,4.0X7.0,,0,4.0,7.0,
13197,CARD; ILLUS; 4.5X8.0;,inches,4.5X8.0,,0,4.5,8.0,
13198,FOLDER; ILLUS; COL; 5.5X8.0;,inches,5.5X8.0,,0,5.5,8.0,
13199,CARD; 4.5X7.0;,inches,4.5X7.0,,0,4.5,7.0,
13201,FOLDER; ILLUS; COL; 5.75X7.25;,inches,5.75X7.25,,0,5.75,7.25,
13202,CARD; ILLUS; 4.5X7.0;,inches,4.5X7.0,,0,4.5,7.0,
13203,FOLDER; ILLUS; 7.0X11.0;,inches,7.0X11.0,,0,7.0,11.0,
13205,BROADSIDE; ILLUS; 5.5X9.0;,inches,5.5X9.0,,0,5.5,9.0,
13206,CARD; 3.5X4.75;,inches,3.5X4.75,,0,3.5,4.75,
13207,BROADSIDE; ILLUS; 4.0X7.5;,inches,4.0X7.5,,0,4.0,7.5,
13208,BROADSHEET; ILLUS; 5.0X10.0;,inches,5.0X10.0,,0,5.0,10.0,
13209,FOLDER; ILLUS; 5.5X7.0;,inches,5.5X7.0,,0,5.5,7.0,
13211,BROADSIDE; EMBLEM; 5.5 X 8.5;,inches,5.5X8.5,,0,5.5,8.5,
13212,FOLDER; 4.75 X 7;,inches,4.75X7.0,,0,4.75,7.0,
13214,FOLDER;ILLUS; COL; 5.5 X 7;,inches,5.5X7.0,,0,5.5,7.0,
13215,FOLDER; ILLUS; COL; 5.25 X 8.75;,inches,5.25X8.75,,0,5.25,8.75,
13216,FOLDER; ILLUS.COVER; COL; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
13217,FOLDER;ILLUS;4.5X7;,inches,4.5X7.0,,0,4.5,7.0,
13218,CARD;ILLUS;COL;3.75X5.75;,inches,3.75X5.75,,0,3.75,5.75,
13219,CARD; ILLUS; 5.5X9.75;,inches,5.5X9.75,,0,5.5,9.75,
13221,CARD; ILLUS; COL; 5.5X6.75;,inches,5.5X6.75,,0,5.5,6.75,
13222,CARD; ILLUS; COL; 5.5X6.75;,inches,5.5X6.75,,0,5.5,6.75,
13224,CARD; 4.75X6.75;,inches,4.75X6.75,,0,4.75,6.75,
13225,CARD; 4.25X7;,inches,4.25X7.0,,0,4.25,7.0,
13226,CARD; ILLUS; COL; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
13227,CARD; ILLUS; COL; 5.5X8;,inches,5.5X8.0,,0,5.5,8.0,
13228,CARD; 5.5X9.5;,inches,5.5X9.5,,0,5.5,9.5,
13229,CARD; 5.5X9.5;,inches,5.5X9.5,,0,5.5,9.5,
13230,CARD; 5.5X8;,inches,5.5X8.0,,0,5.5,8.0,
13231,FOLDER; ILLUS; COL; 3.75X5.5;,inches,3.75X5.5,,0,3.75,5.5,
13232,,,,,0,,,
13233,FOLDER; 5.75X10.25;,inches,5.75X10.25,,0,5.75,10.25,
13234,CARD; ILLUS; 3.75X5.5;,inches,3.75X5.5,,0,3.75,5.5,
13236,CARD;EMBLEM; 4 X 5.75;,inches,4.0X5.75,,0,4.0,5.75,
13239,BROADSHEET; ILLUS. OF JAPANESE CHILDREN IN COLOR; 10 X 9.5;,inches,10.0X9.5,,0,10.0,9.5,
13241,BROADSIDE; CLUB'S EMBLEM; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
13242,BROADSHEET; ILLUS; 5 X 9.5;,inches,5.0X9.5,,0,5.0,9.5,
13246,CARD; ILLUS; COL; 5X8.5;,inches,5.0X8.5,,0,5.0,8.5,
13247,FOLDER; ILLUS; COL; 5X6.5;,inches,5.0X6.5,,0,5.0,6.5,
13248,CARD; ILLUS; COL; 5X8;,inches,5.0X8.0,,0,5.0,8.0,
13249,CARD; ILLUS; COL; 5X7;,inches,5.0X7.0,,0,5.0,7.0,
13250,FOLDER; ILLUS; 4.75X6.25;,inches,4.75X6.25,,0,4.75,6.25,
13251,FOLDER; ILLUS; COL; 5.5X7;,inches,5.5X7.0,,0,5.5,7.0,
13252,FOLDER; ILLUS; COL; 4.5X6.25;,inches,4.5X6.25,,0,4.5,6.25,
13253,CARD; ILLUS; COL; 3.5X6.25;,inches,3.5X6.25,,0,3.5,6.25,
13254,CARD; 4.5X6.5;,inches,4.5X6.5,,0,4.5,6.5,
13255,CARD; ILLUS; 5.25X8.5;,inches,5.25X8.5,,0,5.25,8.5,
13256,CARD; ILLUS; 5.5X9.5;,inches,5.5X9.5,,0,5.5,9.5,
13257,CARD; ILLUS; COL; 5.25X8;,inches,5.25X8.0,,0,5.25,8.0,
13258,CARD;ILLUS;COL;5.5X8;,inches,5.5X8.0,,0,5.5,8.0,
13259,CARD; ILLUS; COL; 5.5X9.25;,inches,5.5X9.25,,0,5.5,9.25,
13260,CARD; ILLUS; 4.5X7.5;,inches,4.5X7.5,,0,4.5,7.5,
13261,CARD; ILLUS; 4.5X7.5;,inches,4.5X7.5,,0,4.5,7.5,
13262,CARD; COL; ILLUS; 5.5 X 9.25;,inches,5.5X9.25,,0,5.5,9.25,
13263,CARD; ILLUS; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
13264,BROADSIDE; 5.5 X 7.75;,inches,5.5X7.75,,0,5.5,7.75,
13266,CARD; ILLUS; COL; 4.5X7.25;,inches,4.5X7.25,,0,4.5,7.25,
13267,BOOKLET; ILLUS; COL; 5.5X8.5;,inches,5.5X8.5,,0,5.5,8.5,
13268,CARD; ILLUS; COL; 4.5 X 7.5;,inches,4.5X7.5,,0,4.5,7.5,
13269,CARD; 5.25 X 7;,inches,5.25X7.0,,0,5.25,7.0,
13270,"CARD; 5,25 X 7;",inches,5.25X7.0,,0,5.25,7.0,
13271,CARD; ILLUS; 5.75 X 7.5;,inches,5.75X7.5,,0,5.75,7.5,
13272,FOLDER; COL; ILLUS; 6.5 X 9;,inches,6.5X9.0,,0,6.5,9.0,
13273,CARD; 5.25X7.5;,inches,5.25X7.5,,0,5.25,7.5,
13274,CARD; COL; ILLUS; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13275,CARD; ILLUS; COL; 5.5X6.75;,inches,5.5X6.75,,0,5.5,6.75,
13276,CARD; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
13277,CARD; 5 X 9;,inches,5.0X9.0,,0,5.0,9.0,
13278,CARD; 4 X 7;,inches,4.0X7.0,,0,4.0,7.0,
13279,CARD; 7 X 10;,inches,7.0X10.0,,0,7.0,10.0,
13280,FOLDER; ILLUS; 4.5 X 7;,inches,4.5X7.0,,0,4.5,7.0,
13281,CARD; 5 X 9.5;,inches,5.0X9.5,,0,5.0,9.5,
13282,CARD; 5 X 8.5;,inches,5.0X8.5,,0,5.0,8.5,
13283,CARD; ILLUS; COL; 5.5 X 8;,inches,5.5X8.0,,0,5.5,8.0,
13288,BROADSIDE; ILLUS BORDER; 5.5 X 7.75;,inches,5.5X7.75,,0,5.5,7.75,
13289,BROADSIDE; ILLUS; COL; 5.5 X 8.25;,inches,5.5X8.25,,0,5.5,8.25,
13291,BROADSIDE; ILLUS. BORDER; 5.25 X 7.75;,inches,5.25X7.75,,0,5.25,7.75,
13292,FOLDER; EMBLEM; 6.5 X 11;,inches,6.5X11.0,,0,6.5,11.0,
13293,BROADSIDE; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13294,BROADSIDE; ILLUS; COL; 5 X 8;,inches,5.0X8.0,,0,5.0,8.0,
13295,BROADSHEET; ILLUS; COL; 5.5 X 8;,inches,5.5X8.0,,0,5.5,8.0,
13296,BOOKLET; EMBLEM; COL; 4 PAGES; 3.25 X 6.5;,inches,3.25X6.5,,0,3.25,6.5,
13297,CARD;ILLUS;COL;5X8;,inches,5.0X8.0,,0,5.0,8.0,
13298,FOLDER;ILLUS;COL;5.5X8.25,inches,5.5X8.25,,0,5.5,8.25,
13301,BROADSIDE; ILLUS; 4.5X7.25;,inches,4.5X7.25,,0,4.5,7.25,
13302,BROADSIDE; 6X9.5;,inches,6.0X9.5,,0,6.0,9.5,
13304,CARD; COL; ILLUS; 5 X 7;,inches,5.0X7.0,,0,5.0,7.0,
13305,"FOLDER, ILLUS; 5.5 X 7;",inches,5.5X7.0,,0,5.5,7.0,
13306,FOLDER; ILLUS; 5.5 X 8;,inches,5.5X8.0,,0,5.5,8.0,
13307,BROADSHEET; 6X8.5;,inches,6.0X8.5,,0,6.0,8.5,
13308,BROADSIDE; 4.X 7;,inches,4.0X7.0,,0,4.0,7.0,
13310,CARD; 3.25 X 5.25;,inches,3.25X5.25,,0,3.25,5.25,
13311,FOLDER; ILLUS COVER; 3 X 7.75;,inches,3.0X7.75,,0,3.0,7.75,
13312,BROADSIDE; ILLUS; COL; 5.25 X 8;,inches,5.25X8.0,,0,5.25,8.0,
13313,BROADSIDE; ILLUS; COL; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
13314,BROADSIDE; ILLUS; COL; 5.5 X 8;,inches,5.5X8.0,,0,5.5,8.0,
13315,BROADSHEET; ILLUS OF JAPANESE CHILDREN; COL; 1O X 9.5;,inches,10.0X9.5,,0,10.0,9.5,
13316,BROADSIDE; ILLUS. BORDER; COL; 5 X 7.5;,inches,5.0X7.5,,0,5.0,7.5,
