,Occurrance,Frequency
3033,"('35x53cm', 'open')",6
3034,"('33x25cm', 'folded')",23
3035,"('folded', '33x49.5cm')",5
3036,"('33x49.5cm', 'open')",5
3037,"('36.5x27.5cm', 'folded')",1
3038,"('folded', '36.5x37.5cm')",1
3039,"('36.5x37.5cm', 'open')",1
3040,"('folded', '23x30.5cm')",32
3041,"('23x30.5cm', 'open')",32
3042,"('29.5x23cm', 'folded')",6
3043,"('folded', '29.5x45.5cm')",2
3044,"('29.5x45.5cm', 'open')",2
3045,"('38x27cm', 'folded')",2
3046,"('folded', '38x53cm')",2
3047,"('38x53cm', 'open')",2
3048,"('30.5x22.5', 'folded')",8
3049,"('folded', '30.5x46cm')",41
3050,"('30.5x46cm', 'open')",43
3051,"('30.5x23cm', '30.5x46cm')",2
3052,"('26.5x17cm', 'folded')",5
3053,"('folded', '26.5x67.5cm')",1
3054,"('26.5x67.5cm', 'open')",1
3055,"('21x14cm', 'folded')",19
3056,"('folded', '21x27cm')",11
3057,"('21x27cm', 'open')",11
3058,"('32.5x20.5cm', 'folded')",1
3059,"('folded', '32.5x50.5cm')",1
3060,"('32.5x50.5cm', 'open')",1
3061,"('28x21.5cm', 'folded')",91
3062,"('folded', '28x42cm')",18
3063,"('28x42cm', 'open')",18
3064,"('21.5x14cm', 'folded')",94
3065,"('folded', '21.5x28cm')",90
3066,"('21.5x28cm', 'open')",90
3067,"('34x24cm', 'folded')",46
3068,"('folded', '34x48cm')",53
3069,"('34x48cm', 'open')",53
3070,"('34.5x24cm', 'folded')",4
3071,"('folded', '34.5x58cm')",1
3072,"('34.5x58cm', 'open')",1
3073,"('24x16cm', 'folded')",49
3074,"('folded', '24x32.5cm')",8
3075,"('24x32.5cm', 'open')",7
3076,"('25.5x25.5cm', 'folded')",1
3077,"('folded', '25.5x51cm')",1
3078,"('25.5x51cm', 'open')",1
3079,"('28.5x22.5', 'folded')",1
3080,"('folded', '28.5x44.5cm')",6
3081,"('28.5x44.5cm', 'open')",6
3082,"('folded', '28x42.5cm')",20
3083,"('28x42.5cm', 'open')",19
3084,"('19x21.5cm', 'folded')",1
3085,"('folded', '26x21.5cm')",1
3086,"('26x21.5cm', 'open')",1
3087,"('10.5x32.5cm', 'folded')",1
3088,"('folded', '32.5x21cm')",1
3089,"('32.5x21cm', 'open')",1
3090,"('30.5x23cm', 'folded')",56
3091,"('25.5x21cm', 'folded')",2
3092,"('folded', '25.5x42cm')",2
3093,"('25.5x42cm', 'open')",2
3094,"('9x14cm', 'folded')",1
3095,"('folded', '19x28cm')",59
3096,"('19x28cm', 'open')",59
3097,"('25.5x20.5cm', 'folded')",7
3098,"('folded', '25.5x41cm')",8
3099,"('25.5x41cm', 'open')",8
3100,"('folded', '28x43cm')",84
3101,"('28x43cm', 'open')",84
3102,"('23x15.5cm', 'folded')",63
3103,"('folded', '23x31cm')",35
3104,"('23x31cm', 'open')",35
3105,"('35x25cm', 'folded')",4
3106,"('folded', '35x50cm')",2
3107,"('35x50cm', 'open')",2
3108,"('14x21.5cm', 'folded')",1
3109,"('folded', '28x21.5cm')",3
3110,"('28x21.5cm', 'open')",3
3111,"('10x18cm', 'folded')",1
3112,"('folded', '10x36cm')",1
3113,"('10x36cm', 'open')",1
3114,"('33x12cm', 'folded')",2
3115,"('folded', '33x24cm')",2
3116,"('33x24cm', 'folded')",4
3117,"('30x23.5cm', 'folded')",3
3118,"('folded', '30x47cm')",3
3119,"('30x47cm', 'open')",3
3120,"('30x22.5cm', 'folded')",9
3121,"('folded', '30x45cm')",8
3122,"('30x45cm', 'open')",8
3123,"('48x32cm', 'folded')",1
3124,"('folded', '48x64')",1
3125,"('48x64', 'cm')",1
3126,"('cm', 'open')",28
3127,"('43x28cm', 'folded')",1
3128,"('folded', '43x56cm')",1
3129,"('43x56cm', 'open')",1
3130,"('26x19.5cm', 'folded')",3
3131,"('folded', '26x39cm')",2
3132,"('26x39cm', 'open')",2
3133,"('17.5x21.5cm', 'folded')",1
3134,"('folded', '17.5x43cm')",1
3135,"('17.5x43cm', 'open')",1
3136,"('30.5x19.5cm', 'folded')",4
3137,"('folded', '30.5x29.5cm')",1
3138,"('30.5x29.5cm', 'open')",1
3139,"('29x21.5cm', 'folded')",17
3140,"('folded', '29x43cm')",13
3141,"('29x43cm', 'open')",12
3142,"('28x19cm', 'folded')",9
3143,"('folded', '28x38cm')",9
3144,"('28x38cm', 'open')",9
3145,"('21.5x15cm', 'folded')",11
3146,"('folded', '21.5x30cm')",12
3147,"('21.5x30cm', 'open')",12
3148,"('22x16cm', 'folded')",9
3149,"('folded', '22x32.5cm')",6
3150,"('22x32.5cm', 'open')",6
3151,"('29x21cm', 'folded')",34
3152,"('folded', '29x42cm')",35
3153,"('29x42cm', 'open')",34
3154,"('32.5x25cm', 'folded')",3
3155,"('folded', '32.5x50cm')",2
3156,"('32.5x50cm', 'open')",2
3157,"('21x15cm', 'folded')",23
3158,"('folded', '21x30cm')",20
3159,"('21x30cm', 'open')",20
3160,"('33x23cm', 'folded')",10
3161,"('folded', '33x46cm')",8
3162,"('33x46cm', 'open')",8
3163,"('25.5x15cm', 'folded')",2
3164,"('folded', '25.5x30cm')",1
3165,"('25.5x30cm', 'open')",1
3166,"('26x19cm', 'folded')",8
3167,"('folded', '26x38cm')",4
3168,"('26x38cm', 'open')",4
3169,"('folded', '30x62cm')",2
3170,"('30x62cm', 'open')",2
3171,"('34x20.5cm', 'folded')",1
3172,"('folded', '34x41cm')",1
3173,"('34x41cm', 'open')",1
3174,"('folded', '23x20.5cm')",1
3175,"('23x20.5cm', 'open')",1
3176,"('31.5x23.5cm', 'folded')",4
3177,"('folded', '31.5x47cm')",3
3178,"('31.5x47cm', 'open')",3
3179,"('31x21.5cm', 'folded')",5
3180,"('folded', '31x44cm')",4
3181,"('31x44cm', 'open')",4
3182,"('14x22.5cm', 'folded')",1
3183,"('folded', '41.5x22.5cm')",1
3184,"('41.5x22.5cm', 'open')",1
3185,"('18x11.5cm', 'folded')",15
3186,"('folded', '18x23cm')",16
3187,"('18x23cm', 'open')",16
3188,"('51x33cm', 'insert')",1
3189,"('insert', 'measures')",3
3190,"('measures', '30.5x23cm')",1
3191,"('21.5x16cm', 'folded')",16
3192,"('folded', '21.5x31.5cm')",5
3193,"('21.5x31.5cm', 'open')",5
3194,"('22x16.5cm', 'folded')",7
3195,"('30.5x22.5cm', 'folded')",2
3196,"('folded', '30.5x45cm')",2
3197,"('30.5x45cm', 'open')",2
3198,"('31x23cm', 'folded')",16
3199,"('folded', '31x46cm')",11
3200,"('31x46cm', 'open')",11
3201,"('25x19cm', 'folded')",14
3202,"('folded', '25x37.5cm')",1
3203,"('25x37.5cm', 'open')",1
3204,"('38.5x26.5cm', 'folded')",1
3205,"('folded', '38.5x53.5cm')",2
3206,"('38.5x53.5cm', 'open')",2
3207,"('38x26.5cm', 'folded')",1
3208,"('34x17cm', 'folded')",1
3209,"('folded', '34x33.5cm')",1
3210,"('34x33.5cm', 'open')",1
3211,"('15x11.5cm', 'folded')",3
3212,"('folded', '15x23cm')",3
3213,"('15x23cm', 'open')",3
3214,"('31x14cm', 'folded')",2
3215,"('folded', '31x51cm')",1
3216,"('31x51cm', 'open')",1
3217,"('34x24', 'cm')",8
3218,"('cm', 'folded')",12
3219,"('folded', '31.5x46.5cm')",1
3220,"('31.5x46.5cm', 'open')",1
3221,"('folded', '24x32cm')",39
3222,"('24x32cm', 'open')",39
3223,"('23.5x30.5cm', 'folded')",1
3224,"('folded', '23.5x61cm')",1
3225,"('23.5x61cm', 'open')",1
3226,"('35x24cm', 'folded')",1
3227,"('folded', '35x46cm')",2
3228,"('35x46cm', 'open')",2
3229,"('33x26cm', 'folded')",1
3230,"('folded', '33x52cm')",1
3231,"('33x52cm', 'open')",1
3232,"('21.5x21cm', 'folded')",1
3233,"('folded', '21.5x42cm')",1
3234,"('21.5x42cm', 'open')",1
3235,"('25x31.5cm', 'folded')",2
3236,"('folded', '45.5x31.5cm')",1
3237,"('45.5x31.5cm', 'open')",1
3238,"('31.5x21cm', 'folded')",2
3239,"('folded', '31.5x42')",1
3240,"('31.5x42', 'cm')",1
3241,"('folded', '29x44.5cm')",6
3242,"('29x44.5cm', 'open')",6
3243,"('22x14cm', 'folded')",33
3244,"('folded', '22x28cm')",33
3245,"('22x28cm', 'open')",33
3246,"('33x17cm', 'folded')",1
3247,"('folded', '33x33cm')",1
3248,"('33x33cm', 'open')",1
3249,"('30x18cm', 'folded')",1
3250,"('folded', '30x53.5cm')",1
3251,"('30x53.5cm', 'open')",1
3252,"('40x23cm', 'folded')",1
3253,"('folded', '40x46cm')",1
3254,"('40x46cm', 'open')",1
3255,"('37x15.5cm', 'folded')",1
3256,"('folded', '37x29cm')",1
3257,"('37x29cm', 'open')",1
3258,"('folded', '34.5x48cm')",2
3259,"('34.5x48cm', 'open')",2
3260,"('25x17.5cm', 'folded')",16
3261,"('folded', '25x35cm')",14
3262,"('25x35cm', 'open')",14
3263,"('24.5x9cm', 'folded')",1
3264,"('folded', '24.5x27cm')",1
3265,"('24.5x27cm', 'open')",1
3266,"('32.5x23.5cm', '32.5x47cm')",1
3267,"('32.5x47cm', 'open')",2
3268,"('33.5x25cm', 'folded')",1
3269,"('folded', '33.5x50cm')",1
3270,"('33.5x50cm', 'open')",1
3271,"('33x25.5cm', 'folded')",19
3272,"('folded', '33x50cm')",16
3273,"('33x50cm', 'open')",16
3274,"('32x25cm', 'folded')",9
3275,"('folded', '32x50cm')",3
3276,"('32x50cm', 'open')",3
3277,"('25x16cm', 'folded')",16
3278,"('folded', '25x32cm')",11
3279,"('25x32cm', 'open')",11
3280,"('37x22cm', 'folded')",1
3281,"('folded', '37x43.5cm')",1
3282,"('37x43.5cm', 'open')",1
3283,"('30.5x19cm', 'folded')",2
3284,"('folded', '30.5x48.5co')",1
3285,"('30.5x48.5co', 'open')",1
3286,"('28x21.5', 'folded')",17
3287,"('folded', '28x43')",25
3288,"('28x43', 'open')",25
3289,"('Card', '37.5')",1
3290,"('37.5', 'x')",1
3291,"('x', '27')",1
3292,"('27', 'cm.')",1
3293,"('20x15cm', 'folded')",10
3294,"('folded', '20x30cm')",10
3295,"('20x30cm', 'open')",10
3296,"('folded', '33x45.5cm')",2
3297,"('33x45.5cm', 'open')",2
3298,"('24x10cm', 'folded')",2
3299,"('folded', '24x20cm')",2
3300,"('24x20cm', 'open')",2
3301,"('24.5x14cm', 'folded')",1
3302,"('folded', '24.5x28')",1
3303,"('24.5x28', 'cm')",1
3304,"('39.5x16cm', 'folded')",1
3305,"('folded', '39.5x32.5cm')",1
3306,"('39.5x32.5cm', 'open')",1
3307,"('35.5x24cm', 'folded')",1
3308,"('folded', '35.5x48cm')",1
3309,"('35.5x48cm', 'open')",1
3310,"('31.5x21.5cm', 'folded')",2
3311,"('folded', '31.5x43.5cm')",1
3312,"('31.5x43.5cm', 'open')",1
3313,"('25.5x18cm', 'folded')",70
3314,"('folded', '25.5x36')",9
3315,"('25.5x36', 'cm')",9
3316,"('15x19.5cm', 'folded')",2
3317,"('folded', '28x19.5cm')",2
3318,"('28x19.5cm', 'open')",2
3319,"('folded', '33x48cm')",2
3320,"('33x48cm', 'open')",2
3321,"('30x12.5cm', 'folded')",1
3322,"('folded', '30x25cm')",1
3323,"('30x25cm', 'open')",1
3324,"('open', 'eng')",1
3325,"('eng', 'is')",1
3326,"('is', 'alternate')",1
3327,"('alternate', 'language')",1
3328,"('24.5x15.5', 'folded')",1
3329,"('folded', '24.5x31')",1
3330,"('24.5x31', 'cm')",1
3331,"('24x15cm', 'folded')",5
3332,"('folded', '24x30cm')",7
3333,"('24x30cm', 'open')",7
3334,"('27.5x32cm', 'folded')",1
3335,"('folded', '53.5x32cm')",1
3336,"('53.5x32cm', 'open')",1
3337,"('24x18.5cm', 'folded')",4
3338,"('folded', '24x36.5cm')",2
3339,"('24x36.5cm', 'open')",2
3340,"('23x18cm', 'folded')",19
3341,"('folded', '23x35.5')",1
3342,"('23x35.5', 'open')",1
3343,"('18x12cm', 'folded')",16
3344,"('folded', '18x24cm')",14
3345,"('18x24cm', 'open')",14
3346,"('16.5x13.5cm', 'folded')",3
3347,"('folded', '33x13.5cm')",1
3348,"('33x13.5cm', 'open')",1
3349,"('21x13cm', 'folded')",8
3350,"('folded', '21x26cm')",7
3351,"('21x26cm', 'open')",7
3352,"('37.5x24cm', 'folded')",2
3353,"('folded', '37.5x47cm')",1
3354,"('37.5x47cm', 'open')",1
3355,"('12.5x11cm', 'folded')",1
3356,"('folded', '12.5x22cm')",1
3357,"('12.5x22cm', 'open')",1
3358,"('25.5x23.5cm', 'folded')",1
3359,"('folded', '25.5x46.5cm')",1
3360,"('25.5x46.5cm', 'open')",1
3361,"('28x22cm', 'folded')",49
3362,"('folded', '28x43.5cm')",11
3363,"('28x43.5cm', 'open')",11
3364,"('22x12.5cm', 'folded')",1
3365,"('folded', '22x25cm')",1
3366,"('22x25cm', 'open')",1
3367,"('29x20cm', 'folded')",5
3368,"('folded', '29x40cm')",5
3369,"('29x40cm', 'open')",5
3370,"('19.5x21cm', 'folded')",1
3371,"('folded', '19.5x42cm')",2
3372,"('19.5x42cm', 'open')",2
3373,"('folded', '26x36cm')",13
3374,"('26x36cm', 'open')",13
3375,"('36x14cm', 'folded')",1
3376,"('folded', '36x28cm')",1
3377,"('36x28cm', 'open')",1
3378,"('22.5x16cm', 'folded')",2
3379,"('folded', '22.5x31.5cm')",1
3380,"('22.5x31.5cm', 'open')",1
3381,"('37x26.5cm', 'folded')",1
3382,"('folded', '37x52.5cm')",1
3383,"('37x52.5cm', 'open')",1
3384,"('31.5x24cm', 'folded')",8
3385,"('folded', '31.5x48cm')",6
3386,"('31.5x48cm', 'open')",6
3387,"('32x23.5cm', 'folded')",20
3388,"('folded', '32x46.5cm')",3
3389,"('32x46.5cm', 'open')",3
3390,"('30x23cm', 'folded')",20
3391,"('folded', '30x45.5cm')",1
3392,"('30x45.5cm', 'open')",1
3393,"('folded', '33x51cm')",18
3394,"('33x51cm', 'open')",18
3395,"('31x25cm', 'folded')",1
3396,"('folded', '31x49.5cm')",1
3397,"('31x49.5cm', 'open')",1
3398,"('22.5x15cm', 'folded')",4
3399,"('folded', '22.5x30cm')",4
3400,"('22.5x30cm', 'open')",4
3401,"('33x24cm', 'open')",1
3402,"('36.5x26.5cm', 'folded')",1
3403,"('folded', '36.5x53.5cm')",1
3404,"('36.5x53.5cm', 'open')",1
3405,"('25.5x17cm', 'folded')",20
3406,"('folded', '25.5x34cm')",8
3407,"('25.5x34cm', 'open')",8
3408,"('21.5x28cm', 'folded')",2
3409,"('folded', '43x28cm')",3
3410,"('43x28cm', 'open')",3
3411,"('folded', '25.5x36cm')",54
3412,"('25.5x36cm', 'open')",54
3413,"('19x21cm', 'folded')",1
3414,"('folded', '19x42cm')",1
3415,"('19x42cm', 'open')",1
3416,"('34x14cm', 'folded')",1
3417,"('folded', '34x42cm')",1
3418,"('34x42cm', 'open')",1
3419,"('19.5x13cm', 'folded')",3
3420,"('folded', '19.5x25.5')",1
3421,"('19.5x25.5', 'open')",1
3422,"('folded', '21.5x27.5cm')",2
3423,"('21.5x27.5cm', 'open')",2
3424,"('34x26cm', 'folded')",1
3425,"('folded', '34x52cm')",1
3426,"('34x52cm', 'open')",1
3427,"('24x20cm', 'folded')",1
3428,"('folded', '24x40cm')",1
3429,"('24x40cm', 'open')",1
3430,"('20x15.5cm', 'folded')",8
3431,"('folded', '20x30.5cm')",3
3432,"('20x30.5cm', 'open')",3
3433,"('32x23cm', 'folded')",9
3434,"('folded', '32x45.5cm')",3
3435,"('32x45.5cm', 'open')",3
3436,"('19x9cm', 'folded')",1
3437,"('folded', '19x26.5')",1
3438,"('19x26.5', 'open')",1
3439,"('22x11cm', 'folded')",4
3440,"('folded', '22x33cm')",6
3441,"('22x33cm', 'open')",6
3442,"('29x22cm', 'folded')",15
3443,"('35.5x25cm', 'folded')",4
3444,"('folded', '35.5x50.5')",1
3445,"('35.5x50.5', 'open')",1
3446,"('30x24cm', 'folded')",3
3447,"('folded', '30x48cm')",2
3448,"('30x48cm', 'open')",2
3449,"('26x12.5cm', 'folded')",1
3450,"('folded', '26x25cm')",1
3451,"('26x25cm', 'open')",1
3452,"('35.5x27cm', 'folded')",2
3453,"('folded', '35.5x54cm')",2
3454,"('35.5x54cm', 'open')",2
3455,"('32x24cm', 'folded')",11
3456,"('folded', '32x48cm')",9
3457,"('32x48cm', 'open')",9
3458,"('20x20cm', 'folded')",1
3459,"('folded', '20x40cm')",1
3460,"('20x40cm', 'open')",1
3461,"('22x10.5cm', 'folded')",1
3462,"('27x18cm', 'folded')",7
3463,"('folded', '27x36cm')",4
3464,"('27x36cm', 'open')",4
3465,"('36.5x26cm', 'folded')",2
3466,"('folded', '36.5x38.5')",1
3467,"('36.5x38.5', 'open')",1
3468,"('31.5x20cm', 'folded')",2
3469,"('folded', '31.5x60cm')",1
3470,"('31.5x60cm', 'open')",1
3471,"('14.5x19.5cm', 'folded')",1
3472,"('folded', '14.5x39cm')",1
3473,"('14.5x39cm', 'open')",1
3474,"('18x13cm', 'folded')",27
3475,"('folded', '18x25.5cm')",6
3476,"('18x25.5cm', 'open')",6
3477,"('31x25.5cm', 'folded')",1
3478,"('folded', '31x67cm')",1
3479,"('31x67cm', 'open')",1
3480,"('28x24cm', 'folded')",2
3481,"('folded', '28x47.5cm')",1
3482,"('28x47.5cm', 'open')",1
3483,"('24x15.5cm', 'folded')",5
3484,"('folded', '24x31cm')",7
3485,"('24x31cm', 'open')",7
3486,"('33x21.5cm', 'folded')",5
3487,"('folded', '33x64.5cm')",1
3488,"('33x64.5cm', 'open')",1
3489,"('41x21cm', 'folded')",1
3490,"('folded', '41x42cm')",1
3491,"('41x42cm', 'open')",1
3492,"('23x32cm', 'folded')",1
3493,"('folded', '46x32cm')",1
3494,"('46x32cm', 'open')",1
3495,"('17x11.5cm', 'folded')",15
3496,"('folded', '17x23cm')",15
3497,"('17x23cm', 'open')",14
3498,"('25.5x16cm', 'folded')",3
3499,"('folded', '25.5x32cm')",3
3500,"('25.5x32cm', 'open')",3
3501,"('12x10cm', 'folded')",2
3502,"('folded', '12x20cm')",2
3503,"('12x20cm', 'open')",2
3504,"('17x19cm', 'folded')",2
3505,"('folded', '32x19cm')",2
3506,"('32x19cm', 'open')",2
3507,"('29.5x21.5cm', 'folded')",6
3508,"('folded', '29.5x43cm')",8
3509,"('29.5x43cm', 'open')",8
3510,"('21x10cm', 'folded')",5
3511,"('folded', '21x20cm')",3
3512,"('21x20cm', 'open')",3
3513,"('16.5x19cm', 'folded')",4
3514,"('folded', '38x16.5cm')",3
3515,"('38x16.5cm', 'open')",3
3516,"('17x12cm', 'folded')",4
3517,"('folded', '17x24cm')",4
3518,"('17x24cm', 'open')",4
3519,"('folded', '32x46cm')",3
3520,"('32x46cm', 'open')",3
3521,"('folded', '18x26cm')",20
3522,"('18x26cm', 'open')",19
3523,"('36x23cm', 'folded')",4
3524,"('folded', '36x46cm')",3
3525,"('36x46cm', 'open')",3
3526,"('24x16.5cm', 'folded')",49
3527,"('folded', '24x33cm')",44
3528,"('24x33cm', 'open')",44
3529,"('33x16cm', 'folded')",4
3530,"('folded', '33x32cm')",4
3531,"('33x32cm', 'open')",4
3532,"('10.5x14cm', 'folded')",1
3533,"('folded', '28x10.5cm')",1
3534,"('28x10.5cm', 'open')",1
3535,"('folded', '31x43cm')",4
3536,"('31x43cm', 'open')",4
3537,"('28x20.5cm', 'folded')",58
3538,"('folded', '28x41cm')",51
3539,"('28x41cm', 'open')",48
3540,"('32.5x24cm', 'folded')",3
3541,"('folded', '32.5x48cm')",3
3542,"('32.5x48cm', 'open')",3
3543,"('25x20.5cm', 'folded')",7
3544,"('folded', '25x41cm')",7
3545,"('25x41cm', 'open')",7
3546,"('folded', '28x44cm')",22
3547,"('28x44cm', 'open')",22
3548,"('27x20.5cm', 'folded')",7
3549,"('folded', '27x41cm')",7
3550,"('27x41cm', 'open')",7
3551,"('26.5x21cm', 'folded')",52
3552,"('folded', '26.5x42cm')",50
3553,"('26.5x42cm', 'open')",50
3554,"('29x23cm', 'folded')",12
3555,"('folded', '29.46cm')",1
3556,"('29.46cm', 'open')",1
3557,"('30x13.5cm', 'folded')",1
3558,"('folded', '30x27cm')",1
3559,"('30x27cm', 'open')",1
3560,"('folded', '29x44cm')",11
3561,"('29x44cm', 'open')",11
3562,"('18X19cm', 'folded')",1
3563,"('folded', '33x19cm')",1
3564,"('33x19cm', 'open')",1
3565,"('17.5x19cm', 'folded')",3
3566,"('folded', '31.5x19cm')",3
3567,"('31.5x19cm', 'open')",3
3568,"('35x28.5cm', 'folded')",1
3569,"('folded', '35x57cm')",1
3570,"('35x57cm', 'open')",1
3571,"('folded', '32x47cm')",20
3572,"('32x47cm', 'open')",20
3573,"('20x13cm', 'folded')",19
3574,"('folded', '20x26cm')",19
3575,"('20x26cm', 'open')",19
3576,"('folded', '21.5x56cm')",1
3577,"('21.5x56cm', 'open')",1
3578,"('folded', '22x32cm')",7
3579,"('22x32cm', 'open')",7
3580,"('28x12cm', 'folded')",1
3581,"('16x28.5cm', 'folded')",1
3582,"('folded', '65x51cm')",2
3583,"('65x51cm', 'open')",2
3584,"('18x21.5cm', 'folded')",1
3585,"('folded', '36x21.5cm')",1
3586,"('36x21.5cm', 'open')",1
3587,"('50x16.5cm', 'folded')",1
3588,"('folded', '50x33cm')",1
3589,"('50x33cm', 'open')",1
3590,"('28x16.5cm', 'folded')",2
3591,"('folded', '28x33cm')",1
3592,"('28x33cm', 'open')",1
3593,"('19x22cm', 'folded')",1
3594,"('folded', '35.5x22cm')",1
3595,"('35.5x22cm', 'open')",1
3596,"('28.5x16.5cm', 'folded')",1
3597,"('folded', '28.5x33cm')",3
3598,"('28.5x33cm', 'open')",3
3599,"('28x21cm', 'folded')",22
3600,"('folded', '28x42')",1
3601,"('28x42', 'cm')",1
3602,"('27x21cm', 'folded')",50
3603,"('folded', '27x42cm')",50
3604,"('27x42cm', 'open')",50
3605,"('30.5x22cm', 'folded')",5
3606,"('folded', '30.5x41cm')",7
3607,"('30.5x41cm', 'open')",7
3608,"('33x21cm', 'folded')",3
3609,"('folded', '33x42cm')",3
3610,"('33x42cm', 'open')",3
3611,"('18x22cm', 'folded')",2
3612,"('folded', '18x44cm')",2
3613,"('18x44cm', 'open')",2
3614,"('32.5x17cm', 'folded')",1
3615,"('folded', '32.5x34cm')",1
3616,"('32.5x34cm', 'open')",1
3617,"('25x18.5cm', 'folded')",6
3618,"('folded', '25x37cm')",5
3619,"('25x37cm', 'open')",5
3620,"('folded', '29x46cm')",5
3621,"('29x46cm', 'open')",5
3622,"('34x21cm', 'folded')",3
3623,"('32x21cm', 'folded')",6
3624,"('25.5x20cm', 'folded')",10
3625,"('37x23cm', 'folded')",3
3626,"('folded', '37x46cm')",1
3627,"('37x46cm', 'open')",1
3628,"('35.5x28cm', 'folded')",4
3629,"('folded', '35.5x56cm')",4
3630,"('35.5x56cm', 'open')",4
3631,"('folded', '35.5x65cm')",1
3632,"('35.5x65cm', 'open')",1
3633,"('33x27cm', 'folded')",1
3634,"('folded', '33x53cm')",2
3635,"('33x53cm', 'open')",2
3636,"('18.5x22.5cm', 'folded')",1
3637,"('folded', '18.5x57.5cm')",1
3638,"('18.5x57.5cm', 'open')",1
3639,"('36x16cm', 'folded')",1
3640,"('folded', '36x32cm')",1
3641,"('36x32cm', 'open')",1
3642,"('25x21cm', 'folded')",3
3643,"('28x17cm', 'folded')",15
3644,"('folded', '28x34cm')",14
3645,"('28x34cm', 'open')",14
3646,"('folded', '21x29.5cm')",3
3647,"('21x29.5cm', 'open')",3
3648,"('25.5x17.5cm', 'folded')",20
3649,"('folded', '25.5x35.5cm')",14
3650,"('25.5x35.5cm', 'open')",13
3651,"('17.5x24cm', 'folded')",1
3652,"('folded', '17.5x48cm')",1
3653,"('17.5x48cm', 'open')",1
3654,"('folded', '32x37cm')",1
3655,"('32x37cm', 'open')",1
3656,"('26.5x18cm', 'folded')",10
3657,"('folded', '26.5x36cm')",6
3658,"('26.5x36cm', 'open')",5
3659,"('30x21.5cm', 'folded')",15
3660,"('folded', '30x43cm')",14
3661,"('30x43cm', 'open')",14
3662,"('36.5x23cm', 'folded')",4
3663,"('folded', '36.5x45cm')",1
3664,"('36.5x45cm', 'open')",1
3665,"('folded', '36x45.5cm')",1
3666,"('36x45.5cm', 'open')",1
3667,"('16x12cm', 'folded')",9
3668,"('folded', '16x23.5cm')",1
3669,"('16x23.5cm', 'open')",1
3670,"('38x21.5cm', 'folded')",4
3671,"('folded', '38x42.5cm')",1
3672,"('38x42.5cm', 'open')",1
3673,"('folded', '35x50.5cm')",2
3674,"('35x50.5cm', 'open')",2
3675,"('36x20.5cm', 'folded')",1
3676,"('folded', '50x20.5cm')",1
3677,"('50x20.5cm', 'open')",1
3678,"('30.5x24cm', 'folded')",3
3679,"('folded', '30.5x48cm')",3
3680,"('30.5x48cm', 'open')",3
3681,"('35.5x22cm', 'folded')",3
3682,"('folded', '35.5x43.5cm')",1
3683,"('35.5x43.5cm', 'open')",1
3684,"('26.5x20cm', 'folded')",9
3685,"('folded', '26.5x49.5')",1
3686,"('Folder', '41')",1
3687,"('41', 'x')",1
3688,"('x', '26.5')",1
3689,"('26.5', 'cm.')",1
3690,"('31x22cm', 'folded')",5
3691,"('folded', '56.5x43.5')",1
3692,"('56.5x43.5', 'open')",1
3693,"('35.5x22.5cm', 'folded')",1
3694,"('folded', '35.5x45cm')",1
3695,"('35.5x45cm', 'open')",1
3696,"('folded', '29.5x46cm')",2
3697,"('29.5x46cm', 'open')",2
3698,"('37x24cm', 'folded')",1
3699,"('folded', '37x48cm')",1
3700,"('37x48cm', 'open')",1
3701,"('folded', '31x46.5cm')",3
3702,"('31x46.5cm', 'open')",3
3703,"('20.5x10cm', 'folded')",1
3704,"('folded', '20.5x20.5cm')",1
3705,"('20.5x20.5cm', 'open')",1
3706,"('folded', '30.5x48.5cm')",1
3707,"('30.5x48.5cm', 'open')",1
3708,"('23x17.5cm', 'folded')",9
3709,"('folded', '23x35cm')",8
3710,"('23x35cm', 'open')",6
3711,"('32x24.5cm', 'folded')",2
3712,"('folded', '32x48.5cm')",2
3713,"('32x48.5cm', 'open')",2
3714,"('10x21cm', 'folded')",1
3715,"('folded', '20x21cm')",2
3716,"('20x21cm', 'open')",2
3717,"('35.5x25.5cm', 'folded')",4
3718,"('folded', '35.5x51cm')",4
3719,"('35.5x51cm', 'open')",4
3720,"('20x31cm', 'folded')",1
3721,"('folded', '40x31cm')",1
3722,"('40x31cm', 'open')",1
3723,"('31.5x23cm', 'folded')",1
3724,"('folded', '31.5x46cm')",1
3725,"('31.5x46cm', 'open')",1
3726,"('29.5x14cm', 'folded')",2
3727,"('39.5x19cm', 'folded')",1
3728,"('folded', '39.5x37.5')",1
3729,"('39.5x37.5', 'open')",1
3730,"('folded', '33x50.5cm')",5
3731,"('33x50.5cm', 'open')",5
3732,"('35.5x23cm', 'folded')",2
3733,"('folded', '35.5x45.5')",1
3734,"('35.5x45.5', 'open')",1
3735,"('10x15cm', 'folded')",1
3736,"('folded', '29x15cm')",1
3737,"('29x15cm', 'open')",1
3738,"('35.5x19cm', 'folded')",1
3739,"('27.5x22.5cm', 'folded')",1
3740,"('folded', '27.5x44cm')",4
3741,"('27.5x44cm', 'open')",4
3742,"('29.5x22cm', 'folded')",5
3743,"('folded', '29.5x44cm')",2
3744,"('29.5x44cm', 'open')",2
3745,"('37.5x15.5cm', 'folded')",1
3746,"('folded', '37.5x31cm')",1
3747,"('37.5x31cm', 'open')",1
3748,"('22x12cm', 'folded')",2
